wls_RMSE,wls_MSD,wls_MNR,wls_RMSE_ref,wls_MSD_ref,wls_MNR_ref,wls_RMSE_noref,wls_MSD_noref,wls_MNR_noref,cal0_RMSE,cal0_MSD,cal0_MNR,cal1_RMSE,cal1_MSD,cal1_MNR,cal2_RMSE,cal2_MSD,cal2_MNR
0.0012058465391325426,-6.807693875899521e-05,0.6410866092519328,0.0012058465391325426,-6.807693875899521e-05,0.6410866092519328,0.0014396682519705118,1.4600706640255368e-05,0.6143691917428228,0.00031783077271589963,-0.00017830015104380956,0.4960821354385093,0.0007370586382650747,-0.0005666522646743847,0.02276561931799642,0.0008643565762168593,-0.0001439990509372797,0.03070272292035444
0.0016227426331675626,-0.00012212563483894763,0.769638899168787,0.0016227426331675626,-0.00012212563483894763,0.769638899168787,0.001963649719747993,-7.020729455346597e-05,0.8332772428174455,0.0006315895816857608,-0.0003007341481795305,1.760019014265446,0.0009009253615714954,-1.3570104678688319e-05,0.03522173790463926,0.0016051771419141009,0.00032615506344397453,0.063710908202779
0.0014389498109863676,-0.00023813148368439927,0.6039826928769573,0.0014389498109863676,-0.00023813148368439927,0.6039826928769573,0.001289605151683298,-0.0003225276588892534,0.5602756434163315,0.0008027162854267057,-0.0005599589216878169,0.9453061339087736,0.0010243112087288812,-0.0002645462667857548,0.03338373178367714,0.00042506622640798105,-0.00039712008205208794,0.02231574677735547
0.0023195484560813726,-0.000573660849474189,0.855538388386271,0.0023195484560813726,-0.000573660849474189,0.855538388386271,0.0024951949078798317,-0.0009499106683108494,0.7436695602482984,0.000808120661402308,-0.00035090818359878226,0.8368160399447202,0.0022343661632091925,-0.0007426379190864777,0.07415648803254576,0.0017630772192510755,-0.0006548068661132807,0.06722811315468845
0.0016441348372315905,4.4474980535513266e-05,0.797791056901597,0.0016441348372315905,4.4474980535513266e-05,0.797791056901597,0.00154091329167198,0.00015356866922754619,0.6732920504815896,0.0007963491201744245,0.0002576164209550007,1.4372795483066887,0.0010059569341506276,0.0003853858669757013,0.0281219533476652,0.0010682246661818599,0.000386197859773894,0.042482142956341874
0.0018602167476153338,3.208186116704247e-05,0.6598402980240892,0.0018602167476153338,3.208186116704247e-05,0.6598402980240892,0.0018638039655253407,0.00012481020396363008,0.6260716228980049,0.0006099467829149538,5.262861039275336e-05,1.3320789934932882,0.0015511661750345236,-0.00013008673493547973,0.05583357754043937,0.0012183337940467186,0.00036618905164463936,0.05682899744757466
0.0015494212256846047,0.00027743274445719867,0.9255888763047075,0.0015494212256846047,0.00027743274445719867,0.9255888763047075,0.001677650257032389,0.00039067702720638306,0.9292732916456535,0.0006900291816167919,0.00015415590809601484,1.5620917707378927,0.0005682849237931845,0.0003690636600362572,0.01669225925613503,0.00038636792619415846,3.728301484201037e-05,0.019788810531628037
0.0016235204560935527,-0.0001007749059912031,0.7184482697600696,0.0016235204560935527,-0.0001007749059912031,0.7184482697600696,0.001813710178234432,0.0002224848649775879,0.7209862621342633,0.0005421324532054725,-0.0001989362633919012,0.7749082578444401,0.001218409320193566,-0.0003568452787785549,0.04184616759982834,0.0011404123744174423,-0.0003210982171426098,0.03987994004804449
0.0025338915605427168,-0.0009731496016425412,0.8969425607524807,0.0025338915605427168,-0.0009731496016425412,0.8969425607524807,0.002610890995729948,-0.0010426185514727493,0.7395309677291029,0.0004237857275024595,3.5506166571473664e-05,0.9336531406377072,0.0023170308095727486,-0.0016956594498811952,0.03637488934931981,0.0018251521029169406,-0.0012975798622945787,0.03213416985858962
0.0018122756980101466,-0.0002774781222387615,0.8735231125831127,0.0018122756980101466,-0.0002774781222387615,0.8735231125831127,0.0020415169076046834,-0.0008901073447011143,0.9063666369089701,0.0009313511620768333,-0.0002599987543876361,1.2897939810858188,0.0006763471636833585,-0.0006349432769692307,0.03429538499415411,0.0007607700751600227,-0.0006547908025451687,0.034638312251259025
0.0022832295402127048,-0.0004320353600002174,0.7049373492116002,0.0022832295402127048,-0.0004320353600002174,0.7049373492116002,0.0027525500604378837,-0.00056226390001207,0.6335966355874111,0.0005658465218412625,0.0004975511654044353,1.251763206934882,0.0027945288178155303,-0.001189904299209222,0.040772362287719535,0.0017984018259093793,-0.0007367526094514425,0.02136080110909288
0.0016651454698064115,0.0002415714828588547,0.8396466453837822,0.0016651454698064115,0.0002415714828588547,0.8396466453837822,0.001659517563841388,9.032737112599776e-05,0.8063923604488434,0.000374358358315115,0.00025679961833782673,0.8676533392514106,0.0012719826087639705,-0.0003362333454633909,0.041017040907339354,0.0011338674914095023,0.00019790906270901487,0.053177852760872724
