wls_RMSE,wls_MSD,wls_MNR,wls_RMSE_ref,wls_MSD_ref,wls_MNR_ref,wls_RMSE_noref,wls_MSD_noref,wls_MNR_noref,cal0_RMSE,cal0_MSD,cal0_MNR,cal1_RMSE,cal1_MSD,cal1_MNR,cal2_RMSE,cal2_MSD,cal2_MNR
0.0007529643204287421,-9.9200231474418e-06,0.6988499037524908,0.0007529643204287421,-9.9200231474418e-06,0.6988499037524908,0.0009240524232424375,-1.0479953399311626e-05,0.7523444976800588,0.0005795729716019476,-0.0001947820889472041,0.7776296908238012,0.0017237964595520365,-0.0009241421972521023,0.9756217685601527,0.0011832439786863577,-0.0003224193104295228,0.8422362982249417
0.0008968131703554513,-0.00011148125306035158,0.9595594258699266,0.0008968131703554513,-0.00011148125306035158,0.9595594258699266,0.0011251465016425919,-0.0001925562077628662,0.9713788194483135,0.0006228104616113211,-0.00026193552007490613,1.460261043267365,0.0010355780218696568,0.00024307535971801204,0.8133691450202647,0.0017171775768229968,0.00043508821765287546,1.5525612082490767
0.0006845926082104815,-0.00021116461904811576,0.6031574555665229,0.0006845926082104815,-0.00021116461904811576,0.6031574555665229,0.0008085650935842245,-0.0002614162446579904,0.5463456144283731,0.0008156049695205555,-0.0005297257245758429,0.7158065106627752,0.0012002959138590727,-0.00040766352658535903,0.7309883875151979,0.0003744318447814093,-0.00034807303626746967,0.4075670181321249
0.0010092116730790756,0.000104967178421868,0.826094472817641,0.0010092116730790756,0.000104967178421868,0.826094472817641,0.0012523725578065712,0.000157405521033791,0.8783076426942196,0.0008317691150525218,0.00012025350525709448,1.089930870833468,0.0012309255122897314,0.00013498683881081489,1.0499266358396628,0.0010338498802437372,0.0002680292730667202,1.0631830385481678
0.0007047205949310094,4.025103212318151e-05,0.6660267556854544,0.0007047205949310094,4.025103212318151e-05,0.6660267556854544,0.0008558360460533843,1.5409141031312857e-05,0.6964158907320112,0.0002852709204090082,5.226694946688904e-05,0.2589657101501992,0.0004545902838916833,-0.0001133893157037653,0.29252063067686895,0.000610802849220019,3.254645185094018e-05,0.5843846357084665
0.0009239110232892449,5.559174581913042e-05,0.7894852230489049,0.0009239110232892449,5.559174581913042e-05,0.7894852230489049,0.001149744982806703,0.00012566658314868917,0.8149914891361654,0.0005865113370128255,0.00013399681950840596,1.0328594055151243,0.0011566422882969918,3.833835284420108e-05,1.0518482901387514,0.0010428075583133875,0.00041129655803369,1.1738561720001033
0.0007308389034903824,0.00024243639494284162,0.8339885667504204,0.0007308389034903824,0.00024243639494284162,0.8339885667504204,0.0008789733644230217,0.0004293212949118974,0.8752784260328481,0.00031039576983912657,0.00015670548861008125,0.332962218202756,0.00040072964671823556,7.639089838086153e-05,0.46058241094488694,0.0005115247048817612,0.0002371103300452509,0.7367650504279116
0.0006027929921316825,0.00021866109275940336,0.7152312354797357,0.0006027929921316825,0.00021866109275940336,0.7152312354797357,0.000713414125901355,0.00031572500713252796,0.7329805568465059,0.0002319333843584006,0.00013509909225139388,0.44151728691216,0.0005187753573282466,2.7484936557351132e-05,0.49161570194229776,0.0007118568349709596,2.0955933140019917e-05,0.6976781690789811
0.0013984763985279093,-0.0005052913098825115,0.7340002071308013,0.0013984763985279093,-0.0005052913098825115,0.7340002071308013,0.0017461565335689854,-0.0007090365483675676,0.5319468514102222,0.0003568961157082435,0.00010663512398971378,0.5766477101207231,0.0018108775721959588,-0.0011368232829525975,0.5665553663036098,0.001530743314923075,-0.0011154989791286375,0.6865012602837974
0.0008722472900742592,-0.00035444957484122807,0.8045508326847178,0.0008722472900742592,-0.00035444957484122807,0.8045508326847178,0.0010620033875295954,-0.0007049398723458822,0.9227151447656387,0.00025300068730503805,-0.0001636660352465518,0.24725580655158236,0.0009740383961293656,-0.00018378337367257452,0.9061833131645982,0.0007107523619395615,-0.0005560315214966389,0.8556597917723388
